Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Claim,Occupancy_Period
1.0,1,N,V,V,U,2015.0,type4,no data,1,52
0.246575342,1,N,V,V,U,2015.0,type4,no data,0,53
1.0,1,N,V,V,U,550.0,type4,no data,0,54
1.0,1,N,V,V,U,550.0,type4,no data,1,55
1.0,1,N,V,V,U,500.0,type4,no data,0,52
0.136986301,1,V,N,O,R,1700.0,type4,greater than 5,1,54
1.0,1,V,N,O,R,900.0,type4,less than 5,0,95
1.0,1,V,N,O,R,2000.0,type4,greater than 5,0,116
1.0,1,V,N,O,R,500.0,type4,less than 5,0,82
1.0,1,V,N,O,R,500.0,type4,less than 5,0,85
1.0,1,V,N,O,R,380.0,type4,less than 5,1,64
1.0,1,V,N,O,R,750.0,type4,greater than 5,0,63
1.0,1,V,N,O,R,1755.0,type4,greater than 5,0,132
1.0,1,V,N,O,R,1368.0,type4,greater than 5,1,114
1.0,0,V,N,O,R,3448.0,type4,greater than 10,1,53
0.0,1,V,N,O,R,4235.0,type4,greater than 5,0,44
1.0,1,V,N,O,R,1200.0,type4,greater than 5,0,183
1.0,1,V,N,O,R,1200.0,type4,greater than 5,0,184
0.99726776,1,V,N,O,R,1200.0,type4,greater than 5,0,186
1.0,1,V,N,O,R,2200.0,type4,greater than 5,1,110
0.334246575,0,V,N,O,R,2720.0,type4,greater than 5,0,41
1.0,1,V,V,V,U,403.0,type4,no data,0,35
1.0,1,V,N,O,R,975.0,type4,greater than 5,1,113
1.0,1,V,N,O,R,975.0,type4,greater than 5,0,115
1.0,1,N,V,V,U,1710.0,type4,no data,1,52
1.0,1,N,V,V,U,1710.0,type4,no data,1,54
1.0,1,N,V,V,U,1710.0,type4,no data,1,55
1.0,1,N,V,V,U,1840.0,type4,no data,1,52
1.0,1,N,V,V,U,1170.0,type4,no data,0,53
1.0,1,V,N,O,R,1650.0,type4,greater than 5,1,114
1.0,1,V,N,O,R,1802.0,type4,greater than 5,0,113
1.0,1,N,V,V,U,600.0,type4,no data,0,54
1.0,1,V,N,O,R,981.0,type4,greater than 5,1,115
0.99726776,1,V,V,V,U,316.0,type4,no data,0,56
1.0,1,V,N,O,R,2200.0,type4,greater than 5,1,83
1.0,1,V,N,O,R,2200.0,type4,greater than 5,1,84
1.0,1,N,V,V,U,750.0,type4,no data,0,52
1.0,1,N,V,V,U,1390.0,type4,no data,1,54
1.0,1,N,V,V,U,2740.0,type4,no data,1,52
1.0,1,N,V,V,U,450.0,type4,no data,1,54
1.0,1,N,V,V,U,615.0,type4,no data,0,53
0.99726776,1,N,V,V,U,615.0,type4,no data,0,56
1.0,1,V,N,O,R,978.0,type4,greater than 5,0,93
0.99726776,1,V,N,O,R,978.0,type4,greater than 5,1,96
1.0,1,V,N,O,R,380.0,type4,less than 5,0,114
1.0,1,V,N,O,R,590.0,type4,greater than 5,0,82
0.836065574,1,V,N,O,R,2300.0,type4,greater than 5,0,58
0.303278689,1,V,N,O,R,3350.0,type4,greater than 5,1,42
0.695890411,1,V,N,O,R,3350.0,type4,greater than 5,0,44
1.0,1,V,N,O,R,4656.0,type4,greater than 10,0,41
0.114754098,0,V,N,O,R,840.0,type4,greater than 5,0,121
0.99726776,1,V,N,O,R,800.0,type4,greater than 5,1,96
1.0,1,V,V,V,U,260.0,type4,no data,0,52
0.158469945,1,V,V,V,U,1000.0,type4,no data,0,52
1.0,1,V,V,V,U,410.0,type4,no data,0,53
0.665753425,1,V,V,V,U,410.0,type4,no data,0,55
0.0,0,V,N,O,R,495.0,type4,greater than 5,0,95
0.795081967,0,V,N,O,R,495.0,type4,greater than 5,0,96
1.0,1,N,V,V,U,630.0,type4,no data,0,34
0.99726776,1,N,V,V,U,850.0,type4,no data,0,56
1.0,1,N,V,V,U,540.0,type4,no data,0,56
1.0,1,V,N,O,R,7160.0,type4,greater than 5,1,6
1.0,1,V,N,O,R,891.0,type4,less than 5,0,64
0.246575342,1,V,N,O,R,891.0,type4,less than 5,0,65
1.0,1,V,N,O,R,1410.0,type4,greater than 5,1,33
1.0,1,V,N,O,R,1970.0,type4,greater than 5,0,10
1.0,1,V,N,O,R,1970.0,type4,greater than 5,1,11
1.0,1,V,N,O,R,1970.0,type4,greater than 5,0,12
1.0,1,V,V,V,U,728.0,type4,no data,1,52
1.0,0,V,V,V,U,326.0,type4,no data,1,56
1.0,1,V,V,V,U,22.0,type4,no data,0,52
1.0,0,N,V,V,U,350.0,type4,no data,0,53
1.0,0,N,V,V,U,500.0,type4,no data,0,56
1.0,1,V,N,O,R,150.0,type4,less than 5,0,114
1.0,1,V,N,O,R,800.0,type4,less than 5,1,3
1.0,1,V,N,O,R,800.0,type4,less than 5,0,84
1.0,1,V,V,V,U,4500.0,type4,no data,1,53
1.0,1,V,V,V,U,4500.0,type4,no data,1,54
1.0,0,N,V,V,U,1300.0,type4,no data,0,53
1.0,0,N,V,V,U,3200.0,type2,no data,1,24
0.99726776,0,V,N,O,R,715.0,type2,less than 5,0,58
1.0,0,V,V,V,U,150.0,type2,no data,1,52
1.0,0,V,V,V,U,550.0,type2,no data,0,52
0.99726776,0,V,V,V,U,550.0,type2,no data,0,56
1.0,0,V,V,V,U,120.0,type2,no data,0,52
1.0,0,V,N,O,R,605.0,type2,less than 5,0,66
1.0,0,V,V,V,U,950.0,type2,no data,1,53
1.0,0,V,N,O,R,320.0,type2,less than 5,0,72
1.0,1,V,N,O,R,1300.0,type2,less than 5,0,8
1.0,1,V,N,O,R,6780.0,type2,less than 5,1,42
1.0,1,V,N,O,R,6780.0,type2,less than 5,1,44
1.0,0,V,N,O,R,2400.0,type2,greater than 5,0,55
0.967213115,0,V,N,O,R,2400.0,type2,greater than 5,0,57
1.0,0,V,N,O,R,630.0,type2,less than 5,0,42
0.747945205,0,V,N,O,R,150.0,type2,less than 5,0,74
0.99726776,0,V,N,O,R,150.0,type2,less than 5,0,76
1.0,0,V,N,O,R,3300.0,type2,greater than 5,0,55
1.0,0,V,N,O,R,1580.0,type2,less than 5,0,45
0.967213115,0,V,N,O,R,1580.0,type2,less than 5,1,46
1.0,0,V,N,O,R,1680.0,type2,less than 5,0,5
1.0,0,V,N,O,R,1535.0,type2,greater than 5,0,49
1.0,0,V,N,O,R,1331.0,type2,less than 5,0,64
0.967213115,0,V,N,O,R,3065.0,type2,greater than 5,0,51
1.0,0,V,N,O,R,3752.0,type2,less than 5,1,5
1.0,0,N,V,V,U,410.0,type2,no data,0,53
1.0,1,V,N,O,R,1052.0,type2,greater than 5,1,37
0.161643836,1,V,N,O,R,1052.0,type2,greater than 5,0,38
1.0,1,N,V,V,U,800.0,type2,no data,0,52
1.0,1,N,V,V,U,800.0,type2,no data,0,53
1.0,1,N,V,V,U,800.0,type2,no data,0,54
1.0,1,V,N,O,R,2190.0,type2,greater than 5,0,43
0.120547945,0,V,N,O,R,2700.0,type2,less than 5,0,53
0.882191781,1,N,V,V,U,600.0,type2,no data,0,35
0.6,1,V,V,V,U,1957.0,type2,no data,0,54
0.909836066,1,V,N,O,R,280.0,type2,less than 5,0,132
1.0,1,V,N,O,R,280.0,type2,less than 5,0,133
1.0,1,V,N,O,R,11810.0,type2,greater than 5,1,44
1.0,0,V,N,O,R,296.0,type2,less than 5,0,63
0.084931507,0,V,N,O,R,296.0,type2,less than 5,0,64
1.0,0,V,N,O,R,750.0,type2,greater than 5,0,164
0.0,0,V,V,V,U,390.0,type2,no data,1,52
1.0,0,V,V,V,U,637.0,type2,no data,0,52
1.0,0,N,V,V,U,385.0,type2,no data,0,52
1.0,0,V,N,O,R,590.0,type2,greater than 5,0,54
1.0,0,V,N,O,R,590.0,type2,greater than 5,0,56
1.0,0,V,V,V,U,329.0,type2,no data,0,52
1.0,0,V,V,V,U,660.0,type2,no data,1,53
1.0,0,V,N,O,R,1020.0,type2,less than 5,0,46
1.0,0,V,N,O,R,921.0,type2,less than 5,0,63
1.0,0,V,N,O,R,921.0,type2,less than 5,0,65
1.0,0,V,N,O,R,1815.0,type2,less than 5,0,54
0.464480874,0,V,N,O,R,652.0,type2,less than 5,0,112
1.0,0,V,N,O,R,652.0,type2,less than 5,0,114
0.571038251,0,V,N,O,R,311.0,type2,less than 5,0,76
1.0,1,N,V,V,U,400.0,type2,no data,0,55
1.0,1,V,N,O,R,450.0,type2,greater than 5,1,112
1.0,0,N,V,V,U,200.0,type2,no data,0,56
1.0,0,N,V,V,U,200.0,type2,no data,0,53
0.99726776,0,V,N,O,R,150.0,type2,less than 5,0,116
0.668493151,0,V,V,V,U,825.0,type2,no data,0,34
1.0,0,V,N,O,R,612.0,type2,less than 5,1,31
1.0,0,V,N,O,R,2074.0,type2,less than 5,0,15
1.0,0,V,N,O,R,678.0,type2,less than 5,1,63
1.0,1,V,N,O,R,15026.0,type2,greater than 10,0,62
1.0,1,V,N,O,R,15026.0,type2,greater than 10,1,63
1.0,0,V,N,O,R,1213.0,type2,less than 5,1,59
1.0,1,V,N,O,R,3198.0,type2,less than 5,0,1
1.0,1,V,N,O,R,3198.0,type2,less than 5,0,4
1.0,0,N,V,V,U,7000.0,type2,no data,1,26
1.0,1,N,V,V,U,1680.0,type2,no data,0,24
1.0,0,V,N,O,R,5343.0,type2,less than 5,1,15
0.983561644,1,V,N,O,R,9994.0,type2,greater than 5,1,5
1.0,0,V,N,O,R,710.0,type2,less than 5,0,9
1.0,0,V,N,O,R,710.0,type2,less than 5,0,11
1.0,0,V,N,O,R,900.0,type2,less than 5,0,112
0.997260274,0,V,N,O,R,500.0,type2,less than 5,0,55
1.0,0,V,V,V,U,280.0,type2,no data,0,53
1.0,1,N,V,V,U,1425.0,type2,no data,0,52
1.0,1,N,V,V,U,1425.0,type2,no data,0,53
1.0,1,N,V,V,U,1425.0,type2,no data,1,54
1.0,1,N,V,V,U,3400.0,type2,no data,0,24
0.246575342,1,V,N,O,R,6017.0,type2,greater than 5,0,5
1.0,0,V,V,V,U,460.0,type2,no data,0,32
0.0,1,V,N,O,R,600.0,type2,less than 5,0,94
1.0,0,V,V,V,U,236.0,type2,no data,0,52
1.0,0,V,V,V,U,236.0,type2,no data,0,53
1.0,0,V,V,V,U,236.0,type2,no data,0,54
1.0,0,V,N,O,R,440.0,type2,less than 5,0,53
1.0,0,V,V,V,U,3450.0,type2,no data,0,36
1.0,0,V,N,O,R,6315.0,type2,less than 5,0,4
1.0,0,V,N,O,R,5845.0,type2,greater than 5,0,6
1.0,1,N,V,V,U,1877.0,type2,no data,0,25
1.0,1,V,N,O,R,450.0,type2,greater than 5,0,52
1.0,1,V,N,O,R,1120.0,type2,less than 5,0,58
1.0,1,V,N,O,R,1120.0,type2,less than 5,0,59
0.99726776,1,N,V,V,U,350.0,type2,no data,0,56
1.0,0,N,V,V,U,420.0,type2,no data,0,53
1.0,0,V,N,O,R,400.0,type2,less than 5,0,74
1.0,0,V,V,V,U,300.0,type2,no data,1,53
1.0,0,V,N,O,R,2000.0,type2,less than 5,0,53
1.0,0,V,N,O,R,829.0,type2,less than 5,0,4
1.0,0,V,N,O,R,540.0,type2,less than 5,0,113
0.99726776,0,V,N,O,R,540.0,type2,less than 5,0,116
1.0,1,N,V,V,U,634.0,type2,no data,0,52
1.0,1,N,V,V,U,1137.0,type2,no data,1,27
0.830136986,1,V,N,O,R,2100.0,type2,less than 5,0,33
1.0,1,V,N,O,R,250.0,type2,less than 5,1,63
0.49726776,1,V,N,O,R,2000.0,type2,less than 5,0,62
1.0,1,V,N,O,R,2000.0,type2,less than 5,1,63
1.0,1,N,V,V,U,20000.0,type2,no data,0,54
0.564383562,1,V,N,O,R,5102.0,type2,greater than 5,0,26
0.084699454,1,N,V,V,U,3420.0,type2,no data,0,28
1.0,1,N,V,V,U,5154.0,type2,no data,1,52
1.0,0,V,N,O,R,400.0,type2,less than 5,0,193
0.0,0,V,N,O,R,2320.0,type2,less than 5,0,56
1.0,0,V,N,O,R,971.0,type2,less than 5,1,43
1.0,0,N,V,V,U,256.0,type2,no data,0,52
1.0,0,N,V,V,U,350.0,type2,no data,0,55
1.0,0,V,N,O,R,1002.0,type2,less than 5,1,67
0.99726776,0,V,N,O,R,1002.0,type2,less than 5,0,71
0.345205479,0,V,N,O,R,1306.0,type2,less than 5,0,2
1.0,0,V,N,O,R,6204.0,type2,greater than 5,1,64
1.0,0,V,V,V,U,1700.0,type2,no data,0,24
1.0,0,V,V,V,U,1425.0,type2,no data,0,35
1.0,0,N,V,V,U,300.0,type2,no data,0,53
0.452054795,0,N,V,V,U,300.0,type2,no data,0,54
1.0,1,V,N,O,R,1540.0,type2,less than 5,0,20
1.0,0,N,V,V,U,3035.0,type2,no data,1,35
1.0,0,V,N,O,R,2126.0,type2,less than 5,0,12
0.331506849,0,V,N,O,R,700.0,type2,less than 5,0,93
0.99726776,0,V,N,O,R,700.0,type2,less than 5,0,96
1.0,0,V,N,O,R,4501.0,type2,less than 5,1,6
1.0,0,V,N,O,R,305.0,type2,less than 5,0,43
1.0,0,V,N,O,R,2100.0,type2,less than 5,0,44
0.468493151,0,V,V,V,U,390.0,type2,no data,0,53
1.0,1,V,N,O,R,3800.0,type2,less than 5,1,52
1.0,0,V,N,O,R,675.0,type2,less than 5,0,113
1.0,0,V,N,O,R,675.0,type2,less than 5,1,115
0.99726776,0,V,N,O,R,6325.0,type2,greater than 5,1,48
0.99726776,0,N,V,V,U,632.0,type2,no data,1,56
1.0,0,V,N,O,R,350.0,type2,less than 5,0,82
1.0,0,V,N,O,R,350.0,type2,less than 5,1,84
0.99726776,0,V,N,O,R,350.0,type2,less than 5,0,86
1.0,0,V,N,O,R,1944.0,type2,less than 5,0,11
1.0,1,V,N,O,R,3650.0,type2,greater than 5,1,33
0.191256831,1,V,N,O,R,3650.0,type2,greater than 5,0,36
0.213114754,0,V,N,O,R,332.0,type2,less than 5,0,33
1.0,1,N,V,V,U,240.0,type2,no data,0,32
0.665753425,1,N,V,V,U,240.0,type2,no data,0,33
1.0,0,V,N,O,R,1100.0,type2,less than 5,0,38
1.0,0,V,N,O,R,300.0,type2,less than 5,0,82
1.0,0,V,V,V,U,800.0,type2,no data,0,56
1.0,0,N,V,V,U,1091.0,type2,no data,0,26
1.0,0,N,V,V,U,2135.0,type2,no data,1,54
1.0,0,N,V,V,U,2135.0,type2,no data,0,55
1.0,1,V,N,O,R,15917.0,type2,greater than 5,1,44
1.0,0,V,N,O,R,500.0,type2,less than 5,0,44
1.0,0,N,V,V,U,685.0,type2,no data,0,35
1.0,0,V,N,O,R,2650.0,type2,less than 5,0,6
1.0,1,V,N,O,R,3936.0,type2,less than 5,0,4
1.0,1,V,N,O,R,3936.0,type2,less than 5,1,6
0.99726776,1,V,N,O,R,3936.0,type2,less than 5,0,8
1.0,1,N,V,V,U,816.0,type2,no data,0,33
1.0,0,V,N,O,R,640.0,type2,less than 5,0,64
1.0,1,V,N,O,R,1230.0,type2,greater than 5,1,42
1.0,1,V,N,O,R,3900.0,type2,greater than 5,1,17
0.543715847,1,N,V,V,U,250.0,type2,no data,0,32
1.0,0,V,N,O,R,960.0,type2,less than 5,0,4
1.0,0,V,N,O,R,960.0,type2,less than 5,0,5
1.0,0,V,N,O,R,685.0,type2,greater than 5,0,19
1.0,0,N,V,V,U,2250.0,type2,no data,1,33
1.0,1,V,N,O,R,550.0,type2,less than 5,1,34
1.0,0,V,N,O,R,3500.0,type2,less than 5,0,36
1.0,0,V,V,V,U,4800.0,type2,no data,0,34
1.0,1,N,V,V,U,550.0,type2,no data,0,35
0.0,1,V,N,O,R,5580.0,type2,less than 5,0,6
0.747945205,1,V,N,O,R,426.0,type2,less than 5,0,49
1.0,0,V,N,O,R,180.0,type2,less than 5,1,48
1.0,0,V,N,O,R,370.0,type2,less than 5,0,83
1.0,1,V,N,O,R,850.0,type2,less than 5,0,55
1.0,1,V,N,O,R,378.0,type2,less than 5,0,62
0.084931507,1,V,N,O,R,378.0,type2,less than 5,0,63
1.0,0,V,N,O,R,840.0,type2,less than 5,0,5
1.0,0,V,N,O,R,840.0,type2,less than 5,0,6
1.0,0,V,N,O,R,420.0,type2,less than 5,0,54
1.0,0,V,N,O,R,260.0,type2,less than 5,0,112
1.0,1,V,N,O,R,886.0,type2,less than 5,0,165
1.0,1,V,N,O,R,4212.0,type2,greater than 5,1,42
0.093150685,1,V,N,O,R,2734.0,type2,greater than 5,0,44
1.0,1,V,N,O,R,300.0,type2,less than 5,0,64
1.0,1,V,N,O,R,883.0,type2,less than 5,1,55
0.010928962,0,V,N,O,R,190.0,type2,less than 5,0,34
1.0,1,V,N,O,R,3145.0,type2,less than 5,0,4
1.0,0,N,V,V,U,1200.0,type2,no data,0,33
1.0,1,V,N,O,R,6000.0,type2,greater than 5,1,13
1.0,1,V,N,O,R,340.0,type2,less than 5,0,66
1.0,1,V,N,O,R,450.0,type2,less than 5,0,35
1.0,1,V,N,O,R,410.0,type2,less than 5,0,102
1.0,1,V,N,O,R,890.0,type2,less than 5,0,114
1.0,1,V,N,O,R,1960.0,type2,less than 5,0,5
1.0,0,V,N,O,R,250.0,type2,less than 5,0,82
1.0,1,V,N,O,R,3110.0,type2,greater than 5,1,33
0.341530055,0,V,N,O,R,470.0,type2,less than 5,0,112
1.0,0,V,N,O,R,470.0,type2,less than 5,0,113
1.0,0,V,N,O,R,9390.0,type2,greater than 5,1,35
1.0,0,V,N,O,R,9390.0,type2,greater than 5,1,37
0.915068493,0,V,N,O,R,12053.0,type2,greater than 10,1,43
1.0,0,V,N,O,R,16811.0,type2,greater than 10,1,34
1.0,0,V,N,O,R,10732.0,type2,greater than 10,1,41
1.0,1,V,N,O,R,1573.0,type2,greater than 5,1,42
1.0,1,V,N,O,R,5210.0,type2,greater than 5,0,42
0.997260274,1,V,N,O,R,5210.0,type2,greater than 5,0,45
0.994535519,1,V,N,O,R,5210.0,type2,greater than 5,0,46
0.0,1,V,N,O,R,3528.0,type2,greater than 5,0,44
1.0,1,V,N,O,R,2875.0,type2,greater than 5,1,42
1.0,1,V,N,O,R,2824.0,type2,less than 5,0,42
0.747945205,1,V,N,O,R,2824.0,type2,less than 5,0,43
1.0,1,V,N,O,R,2100.0,type2,less than 5,0,55
0.99726776,0,V,N,O,R,500.0,type2,less than 5,1,66
1.0,1,N,V,V,U,360.0,type2,no data,0,24
1.0,1,N,V,V,U,1800.0,type2,no data,1,52
0.775342466,1,N,V,V,U,1800.0,type2,no data,0,54
1.0,1,V,N,O,R,1800.0,type2,less than 5,1,21
1.0,1,V,N,O,R,1800.0,type2,less than 5,1,22
1.0,1,V,N,O,R,3224.0,type2,greater than 5,0,43
0.0,1,V,N,O,R,4837.0,type2,greater than 5,0,34
0.99726776,1,V,N,O,R,3000.0,type2,less than 5,0,46
1.0,1,V,N,O,R,2500.0,type2,less than 5,0,44
1.0,1,V,N,O,R,6738.0,type2,less than 5,1,52
1.0,0,V,N,O,R,6600.0,type2,less than 5,1,7
1.0,0,V,N,O,R,6600.0,type2,less than 5,1,8
1.0,1,V,N,O,R,934.0,type2,less than 5,1,33
1.0,1,V,N,O,R,2100.0,type2,less than 5,1,44
0.084931507,1,N,V,V,U,2250.0,type2,no data,0,53
1.0,1,V,N,O,R,660.0,type2,less than 5,1,63
1.0,1,V,N,O,R,4890.0,type2,greater than 5,0,45
1.0,1,V,N,O,R,4910.0,type2,greater than 5,1,42
0.0,1,V,N,O,R,2829.0,type2,less than 5,0,44
1.0,1,V,N,O,R,290.0,type2,less than 5,0,52
1.0,1,V,N,O,R,400.0,type2,less than 5,0,43
0.994535519,1,V,N,O,R,4105.0,type2,greater than 5,0,46
1.0,1,V,N,O,R,1619.0,type2,less than 5,0,53
1.0,1,V,N,O,R,1619.0,type2,less than 5,1,55
0.177595628,1,V,N,O,R,2451.0,type2,greater than 5,0,8
1.0,1,N,V,V,U,2900.0,type2,no data,0,52
1.0,1,V,N,O,R,1228.0,type2,less than 5,1,13
1.0,1,V,N,O,R,800.0,type2,less than 5,0,62
1.0,1,V,N,O,R,800.0,type2,less than 5,0,63
0.99726776,0,V,V,V,U,512.0,type2,no data,0,56
1.0,1,V,N,O,R,741.0,type2,less than 5,1,113
1.0,1,V,N,O,R,200.0,type2,less than 5,0,44
1.0,1,V,N,O,R,200.0,type2,less than 5,0,45
1.0,1,V,N,O,R,3606.0,type2,greater than 5,0,42
0.693150685,0,V,N,O,R,2887.0,type2,greater than 5,1,12
1.0,1,V,N,O,R,5323.0,type2,greater than 5,0,42
0.99726776,1,V,N,O,R,450.0,type2,less than 5,0,46
1.0,1,N,V,V,U,680.0,type2,no data,1,56
1.0,1,N,V,V,U,150.0,type2,no data,0,52
0.75136612,1,V,N,O,R,3200.0,type2,less than 5,0,12
1.0,1,N,V,V,U,500.0,type2,no data,0,32
1.0,1,N,V,V,U,10620.0,type2,no data,0,53
1.0,0,V,N,O,R,250.0,type2,less than 5,0,62
0.043835616,0,V,N,O,R,250.0,type2,less than 5,0,63
1.0,0,N,V,V,U,620.0,type2,no data,0,52
1.0,0,N,V,V,U,620.0,type2,no data,0,54
0.983561644,0,N,V,V,U,620.0,type2,no data,0,55
0.99726776,0,V,N,O,R,360.0,type2,less than 5,0,166
0.367123288,1,N,V,V,U,1241.0,type2,no data,0,53
1.0,0,V,N,O,R,600.0,type2,less than 5,0,112
1.0,1,V,N,O,R,3325.0,type2,greater than 5,1,32
0.0,1,V,N,O,R,3325.0,type2,greater than 5,0,34
0.997260274,1,V,N,O,R,2793.0,type2,less than 5,0,45
0.994535519,1,V,N,O,R,2793.0,type2,less than 5,0,46
1.0,0,V,N,O,R,2999.0,type2,greater than 5,0,52
0.5,0,V,N,O,R,3762.0,type2,greater than 5,0,52
1.0,0,N,V,V,U,600.0,type2,no data,0,55
1.0,0,V,N,O,R,725.0,type2,less than 5,0,7
0.252054795,0,V,N,O,R,300.0,type2,less than 5,0,113
1.0,0,N,V,V,U,1040.0,type2,no data,0,27
1.0,1,V,N,O,R,1684.0,type2,less than 5,1,42
0.315068493,1,V,V,O,R,2178.223884732613,type2,no data,0,53
1.0,1,V,N,O,R,900.0,type2,less than 5,0,93
1.0,1,V,N,O,R,900.0,type2,less than 5,0,94
1.0,0,N,V,V,U,2700.0,type2,no data,0,24
0.495890411,0,N,V,V,U,2700.0,type2,no data,0,26
1.0,0,V,N,O,R,1800.0,type2,less than 5,1,9
1.0,0,V,N,O,R,2300.0,type2,less than 5,0,25
1.0,0,V,N,O,R,2050.0,type2,greater than 5,0,11
1.0,0,V,N,O,R,2100.0,type2,less than 5,0,2
1.0,0,V,N,O,R,2100.0,type2,less than 5,0,4
0.580821918,0,V,V,V,U,360.0,type2,no data,0,53
1.0,0,V,N,O,R,2400.0,type2,less than 5,1,42
1.0,0,V,V,V,U,840.0,type2,no data,0,55
1.0,0,V,V,V,U,3900.0,type2,no data,0,24
0.99726776,0,N,V,V,U,200.0,type2,no data,0,56
1.0,0,V,N,O,R,2350.0,type2,less than 5,0,22
1.0,0,V,V,V,U,105.0,type2,no data,0,24
1.0,0,V,N,O,R,450.0,type1,less than 5,0,32
0.580821918,0,V,V,V,U,1525.0,type1,no data,0,33
1.0,0,V,V,V,U,2440.0,type1,no data,1,52
0.99726776,0,V,N,O,R,2500.0,type1,greater than 5,0,26
1.0,0,V,N,O,R,2700.0,type1,greater than 5,0,42
1.0,1,V,N,O,R,400.0,type1,less than 5,0,53
1.0,0,V,N,O,R,340.0,type1,less than 5,0,115
0.99726776,0,N,V,V,U,798.0,type1,no data,1,56
0.549180328,0,V,N,O,R,400.0,type1,less than 5,0,116
0.99726776,0,N,V,V,U,1103.0,type2,no data,0,56
0.0,0,V,V,V,U,400.0,type2,no data,0,52
0.99726776,0,V,N,O,R,540.0,type2,less than 5,0,9
1.0,0,V,N,O,R,1861.0,type2,greater than 5,0,6
1.0,0,V,N,O,R,560.0,type2,less than 5,1,62
1.0,0,V,V,V,U,700.0,type2,no data,0,34
1.0,0,V,V,V,U,810.0,type2,no data,1,52
0.271232877,1,N,V,V,U,3500.0,type2,no data,0,25
0.99726776,1,V,N,O,R,316.0,type2,less than 5,0,66
1.0,0,N,V,V,U,1126.0,type2,no data,0,32
0.99726776,0,N,V,V,U,405.0,type2,no data,1,56
1.0,0,V,N,O,R,450.0,type2,less than 5,1,38
1.0,1,V,N,O,R,1400.0,type2,greater than 5,0,5
1.0,1,V,N,O,R,1400.0,type2,greater than 5,0,7
1.0,0,V,N,O,R,1212.0,type2,less than 5,1,25
1.0,0,V,N,O,R,2300.0,type2,less than 5,0,35
0.24863388,0,V,N,O,R,5500.0,type2,greater than 5,0,32
0.328767123,0,V,N,O,R,450.0,type2,less than 5,0,41
0.99726776,0,V,N,O,R,4020.0,type2,greater than 5,1,46
1.0,0,V,N,O,R,4612.0,type2,greater than 5,1,42
1.0,0,V,N,O,R,1250.0,type2,less than 5,0,44
1.0,0,V,N,O,R,3111.0,type2,less than 5,0,40
1.0,0,V,N,O,R,900.0,type2,less than 5,0,2
0.99726776,0,V,N,O,R,900.0,type2,less than 5,0,5
1.0,0,V,N,O,R,650.0,type2,less than 5,0,49
1.0,0,V,N,O,R,1956.0,type2,less than 5,1,53
0.99726776,0,V,N,O,R,1956.0,type2,less than 5,1,56
1.0,0,V,N,O,R,200.0,type2,less than 5,0,25
0.449315068,0,V,N,O,R,200.0,type2,less than 5,0,27
0.189041096,0,V,N,O,R,2363.0,type2,less than 5,0,0
1.0,0,V,N,O,R,782.0,type2,less than 5,0,28
0.252054795,0,V,N,O,R,574.0,type2,less than 5,0,35
1.0,1,V,N,O,R,250.0,type2,less than 5,0,110
1.0,1,V,N,O,R,250.0,type2,less than 5,0,111
1.0,0,V,V,V,U,3120.0,type2,no data,0,34
1.0,0,V,N,O,R,530.0,type2,less than 5,0,2
1.0,0,N,V,V,U,180.0,type2,no data,0,52
0.202185792,1,V,N,O,R,220.0,type2,less than 5,0,112
1.0,1,V,N,O,R,665.0,type2,less than 5,0,35
1.0,0,V,N,O,R,950.0,type2,less than 5,1,24
0.99726776,0,V,N,O,R,350.0,type2,less than 5,0,22
1.0,0,V,V,V,U,975.0,type2,no data,0,25
1.0,0,V,N,O,R,2289.0,type2,less than 5,0,17
1.0,1,V,N,O,R,731.0,type2,less than 5,0,44
1.0,0,V,N,O,R,5625.0,type2,less than 5,0,4
1.0,0,V,N,O,R,5625.0,type2,less than 5,0,6
1.0,0,V,N,O,R,1750.0,type2,less than 5,0,32
1.0,0,V,N,O,R,1750.0,type2,less than 5,0,34
1.0,0,V,N,O,R,1667.0,type2,less than 5,0,51
1.0,0,V,N,O,R,3147.0,type2,greater than 5,0,18
0.99726776,0,V,N,O,R,400.0,type2,less than 5,0,76
0.079452055,0,V,N,O,R,2500.0,type2,less than 5,0,27
1.0,1,V,N,O,R,6800.0,type2,less than 5,1,10
0.581967213,1,V,V,V,U,4468.0,type2,no data,0,24
1.0,0,N,V,V,U,30.0,type2,no data,0,26
1.0,0,V,N,O,R,1700.0,type2,less than 5,1,33
1.0,0,V,N,O,R,1700.0,type2,less than 5,1,34
1.0,0,V,N,O,R,1700.0,type2,less than 5,0,36
1.0,0,V,N,O,R,1000.0,type2,less than 5,0,33
1.0,0,V,N,O,R,1000.0,type2,less than 5,0,35
1.0,1,V,V,V,U,2230.0,type2,no data,0,24
1.0,1,V,V,V,U,2230.0,type2,no data,0,25
1.0,0,V,N,O,R,228.0,type2,less than 5,0,63
1.0,0,N,V,V,U,1731.0,type2,no data,0,32
1.0,0,N,V,V,U,1731.0,type2,no data,0,35
1.0,0,V,N,O,R,1000.0,type2,less than 5,1,36
1.0,1,V,V,V,U,2609.0,type2,no data,0,35
0.99726776,1,V,V,V,U,2609.0,type2,no data,0,36
1.0,0,V,N,O,R,6307.0,type2,less than 5,0,4
