YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Claim
2015,1.0,1,N,V,V,U,1710.0,4,1960,1
2012,1.0,1,N,V,V,U,1840.0,4,1960,1
2013,1.0,1,N,V,V,U,1170.0,4,1960,0
2014,1.0,1,V,N,O,R,1650.0,4,1900,1
2013,1.0,1,V,N,O,R,1802.0,4,1900,0
2014,1.0,1,N,V,V,U,600.0,4,1960,0
2015,1.0,1,V,N,O,R,981.0,4,1900,1
2016,0.99726776,1,V,V,V,U,316.0,4,1960,0
2013,1.0,1,V,N,O,R,2200.0,4,1930,1
2014,1.0,1,V,N,O,R,2200.0,4,1930,1
2012,1.0,1,N,V,V,U,750.0,4,1960,0
2014,1.0,1,N,V,V,U,1390.0,4,1960,1
2012,1.0,1,N,V,V,U,2740.0,4,1960,1
2014,1.0,1,N,V,V,U,450.0,4,1960,1
2013,1.0,1,N,V,V,U,615.0,4,1960,0
2016,0.99726776,1,N,V,V,U,615.0,4,1960,0
2013,1.0,1,V,N,O,R,978.0,4,1920,0
2016,0.99726776,1,V,N,O,R,978.0,4,1920,1
2014,1.0,1,V,N,O,R,380.0,4,1900,0
2012,1.0,1,V,N,O,R,590.0,4,1930,0
2012,0.836065574,1,V,N,O,R,2300.0,4,1954,0
2012,0.303278689,1,V,N,O,R,3350.0,4,1970,1
2014,0.695890411,1,V,N,O,R,3350.0,4,1970,0
2014,1.0,1,V,N,O,R,4656.0,4,1973,0
2016,0.114754098,0,V,N,O,R,840.0,4,1895,0
2016,0.99726776,1,V,N,O,R,800.0,4,1920,1
2012,1.0,1,V,V,V,U,260.0,4,1960,0
2012,0.158469945,1,V,V,V,U,1000.0,4,1960,0
2013,1.0,1,V,V,V,U,410.0,4,1960,0
2015,0.665753425,1,V,V,V,U,410.0,4,1960,0
2015,0.0,0,V,N,O,R,495.0,4,1920,0
2016,0.795081967,0,V,N,O,R,495.0,4,1920,0
2014,1.0,1,N,V,V,U,630.0,4,1980,0
2016,0.99726776,1,N,V,V,U,850.0,4,1960,0
2016,1.0,1,N,V,V,U,540.0,4,1960,0
2012,1.0,1,V,N,O,R,7160.0,4,2006,1
2014,1.0,1,V,N,O,R,891.0,4,1950,0
2015,0.246575342,1,V,N,O,R,891.0,4,1950,0
2013,1.0,1,V,N,O,R,1410.0,4,1980,1
2012,1.0,1,V,N,O,R,1970.0,4,2002,0
2013,1.0,1,V,N,O,R,1970.0,4,2002,1
2014,1.0,1,V,N,O,R,1970.0,4,2002,0
2012,1.0,1,V,V,V,U,728.0,4,1960,1
2016,1.0,0,V,V,V,U,326.0,4,1960,1
2012,1.0,1,V,V,V,U,22.0,4,1960,0
2013,1.0,0,N,V,V,U,350.0,4,1960,0
2016,1.0,0,N,V,V,U,500.0,4,1960,0
2014,1.0,1,V,N,O,R,150.0,4,1900,0
2014,1.0,1,V,N,O,R,800.0,4,2011,1
2014,1.0,1,V,N,O,R,800.0,4,1930,0
2013,1.0,1,V,V,V,U,4500.0,4,1960,1
2014,1.0,1,V,V,V,U,4500.0,4,1960,1
2013,1.0,0,N,V,V,U,1300.0,4,1960,0
2012,1.0,0,N,V,V,U,3200.0,2,1988,1
2016,0.99726776,0,V,N,O,R,715.0,2,1958,0
2012,1.0,0,V,V,V,U,150.0,2,1960,1
2012,1.0,0,V,V,V,U,550.0,2,1960,0
2016,0.99726776,0,V,V,V,U,550.0,2,1960,0
2012,1.0,0,V,V,V,U,120.0,2,1960,0
2016,1.0,0,V,N,O,R,605.0,2,1950,0
2013,1.0,0,V,V,V,U,950.0,2,1960,1
2012,1.0,0,V,N,O,R,320.0,2,1940,0
2012,1.0,1,V,N,O,R,1300.0,2,2004,0
2013,1.0,1,V,N,O,R,6780.0,2,1971,1
2015,1.0,1,V,N,O,R,6780.0,2,1971,1
2014,1.0,0,V,N,O,R,2400.0,2,1959,0
2016,0.967213115,0,V,N,O,R,2400.0,2,1959,0
2012,1.0,0,V,N,O,R,630.0,2,1970,0
2014,0.747945205,0,V,N,O,R,150.0,2,1940,0
2016,0.99726776,0,V,N,O,R,150.0,2,1940,0
2013,1.0,0,V,N,O,R,3300.0,2,1958,0
2015,1.0,0,V,N,O,R,1580.0,2,1970,0
2016,0.967213115,0,V,N,O,R,1580.0,2,1970,1
2013,1.0,0,V,N,O,R,1680.0,2,2008,0
2014,1.0,0,V,N,O,R,1535.0,2,1965,0
2014,1.0,0,V,N,O,R,1331.0,2,1950,0
2016,0.967213115,0,V,N,O,R,3065.0,2,1965,0
2013,1.0,0,V,N,O,R,3752.0,2,2008,1
2013,1.0,0,N,V,V,U,410.0,2,1960,0
2014,1.0,1,V,N,O,R,1052.0,2,1977,1
2015,0.161643836,1,V,N,O,R,1052.0,2,1977,0
2012,1.0,1,N,V,V,U,800.0,2,1960,0
2013,1.0,1,N,V,V,U,800.0,2,1960,0
2014,1.0,1,N,V,V,U,800.0,2,1960,0
2013,1.0,1,V,N,O,R,2190.0,2,1970,0
2013,0.120547945,0,V,N,O,R,2700.0,2,1960,0
2015,0.882191781,1,N,V,V,U,600.0,2,1980,0
2014,0.6,1,V,V,V,U,1957.0,2,1960,0
2012,0.909836066,1,V,N,O,R,280.0,2,1880,0
2013,1.0,1,V,N,O,R,280.0,2,1880,0
2014,1.0,1,V,N,O,R,11810.0,2,1970,1
2013,1.0,0,V,N,O,R,296.0,2,1950,0
2014,0.084931507,0,V,N,O,R,296.0,2,1950,0
2014,1.0,0,V,N,O,R,750.0,2,1850,0
2012,0.0,0,V,V,V,U,390.0,2,1960,1
2012,1.0,0,V,V,V,U,637.0,2,1960,0
2012,1.0,0,N,V,V,U,385.0,2,1960,0
2014,1.0,0,V,N,O,R,590.0,2,1960,0
2016,1.0,0,V,N,O,R,590.0,2,1960,0
2012,1.0,0,V,V,V,U,329.0,2,1960,0
2013,1.0,0,V,V,V,U,660.0,2,1960,1
2015,1.0,0,V,N,O,R,1020.0,2,1969,0
2013,1.0,0,V,N,O,R,921.0,2,1950,0
2015,1.0,0,V,N,O,R,921.0,2,1950,0
2014,1.0,0,V,N,O,R,1815.0,2,1960,0
2012,0.464480874,0,V,N,O,R,652.0,2,1900,0
2014,1.0,0,V,N,O,R,652.0,2,1900,0
2016,0.571038251,0,V,N,O,R,311.0,2,1940,0
2015,1.0,1,N,V,V,U,400.0,2,1960,0
2012,1.0,1,V,N,O,R,450.0,2,1900,1
2016,1.0,0,N,V,V,U,200.0,2,1960,0
2013,1.0,0,N,V,V,U,200.0,2,1960,0
2016,0.99726776,0,V,N,O,R,150.0,2,1900,0
2014,0.668493151,0,V,V,V,U,825.0,2,1980,0
2016,1.0,0,V,N,O,R,612.0,2,1985,1
2015,1.0,0,V,N,O,R,2074.0,2,2000,0
2013,1.0,0,V,N,O,R,678.0,2,1950,1
2012,1.0,1,V,N,O,R,15026.0,2,1950,0
2013,1.0,1,V,N,O,R,15026.0,2,1950,1
2015,1.0,0,V,N,O,R,1213.0,2,1956,1
2012,1.0,1,V,N,O,R,3198.0,2,2011,0
2015,1.0,1,V,N,O,R,3198.0,2,2011,0
2014,1.0,0,N,V,V,U,7000.0,2,1988,1
2012,1.0,1,N,V,V,U,1680.0,2,1988,0
2015,1.0,0,V,N,O,R,5343.0,2,2000,1
2015,0.983561644,1,V,N,O,R,9994.0,2,2010,1
2012,1.0,0,V,N,O,R,710.0,2,2003,0
2014,1.0,0,V,N,O,R,710.0,2,2003,0
2012,1.0,0,V,N,O,R,900.0,2,1900,0
2015,0.997260274,0,V,N,O,R,500.0,2,1960,0
2013,1.0,0,V,V,V,U,280.0,2,1960,0
2012,1.0,1,N,V,V,U,1425.0,2,1960,0
2013,1.0,1,N,V,V,U,1425.0,2,1960,0
2014,1.0,1,N,V,V,U,1425.0,2,1960,1
2012,1.0,1,N,V,V,U,3400.0,2,1988,0
2013,0.246575342,1,V,N,O,R,6017.0,2,2008,0
2012,1.0,0,V,V,V,U,460.0,2,1980,0
2014,0.0,1,V,N,O,R,600.0,2,1920,0
2012,1.0,0,V,V,V,U,236.0,2,1960,0
2013,1.0,0,V,V,V,U,236.0,2,1960,0
2014,1.0,0,V,V,V,U,236.0,2,1960,0
2013,1.0,0,V,N,O,R,440.0,2,1960,0
2016,1.0,0,V,V,V,U,3450.0,2,1980,0
2012,1.0,0,V,N,O,R,6315.0,2,2008,0
2014,1.0,0,V,N,O,R,5845.0,2,2008,0
2013,1.0,1,N,V,V,U,1877.0,2,1988,0
2012,1.0,1,V,N,O,R,450.0,2,1960,0
2013,1.0,1,V,N,O,R,1120.0,2,1955,0
2014,1.0,1,V,N,O,R,1120.0,2,1955,0
2016,0.99726776,1,N,V,V,U,350.0,2,1960,0
2013,1.0,0,N,V,V,U,420.0,2,1960,0
2014,1.0,0,V,N,O,R,400.0,2,1940,0
2013,1.0,0,V,V,V,U,300.0,2,1960,1
2013,1.0,0,V,N,O,R,2000.0,2,1960,0
2013,1.0,0,V,N,O,R,829.0,2,2009,0
2013,1.0,0,V,N,O,R,540.0,2,1900,0
2016,0.99726776,0,V,N,O,R,540.0,2,1900,0
2012,1.0,1,N,V,V,U,634.0,2,1960,0
2015,1.0,1,N,V,V,U,1137.0,2,1988,1
2013,0.830136986,1,V,N,O,R,2100.0,2,1980,0
2013,1.0,1,V,N,O,R,250.0,2,1950,1
2012,0.49726776,1,V,N,O,R,2000.0,2,1950,0
2013,1.0,1,V,N,O,R,2000.0,2,1950,1
2014,1.0,1,N,V,V,U,20000.0,2,1960,0
2014,0.564383562,1,V,N,O,R,5102.0,2,1988,0
2016,0.084699454,1,N,V,V,U,3420.0,2,1988,0
2012,1.0,1,N,V,V,U,5154.0,2,1960,1
2013,1.0,0,V,N,O,R,400.0,2,1820,0
2016,0.0,0,V,N,O,R,2320.0,2,1960,0
2013,1.0,0,V,N,O,R,971.0,2,1970,1
2012,1.0,0,N,V,V,U,256.0,2,1960,0
2015,1.0,0,N,V,V,U,350.0,2,1960,0
2012,1.0,0,V,N,O,R,1002.0,2,1945,1
2016,0.99726776,0,V,N,O,R,1002.0,2,1945,0
2013,0.345205479,0,V,N,O,R,1306.0,2,2011,0
2014,1.0,0,V,N,O,R,6204.0,2,1950,1
2012,1.0,0,V,V,V,U,1700.0,2,1988,0
2015,1.0,0,V,V,V,U,1425.0,2,1980,0
2013,1.0,0,N,V,V,U,300.0,2,1960,0
2014,0.452054795,0,N,V,V,U,300.0,2,1960,0
2013,1.0,1,V,N,O,R,1540.0,2,1993,0
2015,1.0,0,N,V,V,U,3035.0,2,1980,1
2012,1.0,0,V,N,O,R,2126.0,2,2000,0
2013,0.331506849,0,V,N,O,R,700.0,2,1920,0
2016,0.99726776,0,V,N,O,R,700.0,2,1920,0
2014,1.0,0,V,N,O,R,4501.0,2,2008,1
2013,1.0,0,V,N,O,R,305.0,2,1970,0
2014,1.0,0,V,N,O,R,2100.0,2,1970,0
2013,0.468493151,0,V,V,V,U,390.0,2,1960,0
2012,1.0,1,V,N,O,R,3800.0,2,1960,1
2013,1.0,0,V,N,O,R,675.0,2,1900,0
2015,1.0,0,V,N,O,R,675.0,2,1900,1
2016,0.99726776,0,V,N,O,R,6325.0,2,1968,1
2016,0.99726776,0,N,V,V,U,632.0,2,1960,1
2012,1.0,0,V,N,O,R,350.0,2,1930,0
2014,1.0,0,V,N,O,R,350.0,2,1930,1
2016,0.99726776,0,V,N,O,R,350.0,2,1930,0
2013,1.0,0,V,N,O,R,1944.0,2,2002,0
2013,1.0,1,V,N,O,R,3650.0,2,1980,1
2016,0.191256831,1,V,N,O,R,3650.0,2,1980,0
2012,0.213114754,0,V,N,O,R,332.0,2,1979,0
2012,1.0,1,N,V,V,U,240.0,2,1980,0
2013,0.665753425,1,N,V,V,U,240.0,2,1980,0
2016,1.0,0,V,N,O,R,1100.0,2,1978,0
2012,1.0,0,V,N,O,R,300.0,2,1930,0
2016,1.0,0,V,V,V,U,800.0,2,1960,0
2014,1.0,0,N,V,V,U,1091.0,2,1988,0
2014,1.0,0,N,V,V,U,2135.0,2,1960,1
2015,1.0,0,N,V,V,U,2135.0,2,1960,0
2014,1.0,1,V,N,O,R,15917.0,2,1970,1
2014,1.0,0,V,N,O,R,500.0,2,1970,0
2015,1.0,0,N,V,V,U,685.0,2,1980,0
2014,1.0,0,V,N,O,R,2650.0,2,2008,0
2012,1.0,1,V,N,O,R,3936.0,2,2008,0
2014,1.0,1,V,N,O,R,3936.0,2,2008,1
2016,0.99726776,1,V,N,O,R,3936.0,2,2008,0
2013,1.0,1,N,V,V,U,816.0,2,1980,0
2014,1.0,0,V,N,O,R,640.0,2,1950,0
2012,1.0,1,V,N,O,R,1230.0,2,1970,1
2014,1.0,1,V,N,O,R,3900.0,2,1997,1
2012,0.543715847,1,N,V,V,U,250.0,2,1980,0
2012,1.0,0,V,N,O,R,960.0,2,2008,0
2013,1.0,0,V,N,O,R,960.0,2,2008,0
2014,1.0,0,V,N,O,R,685.0,2,1995,0
2013,1.0,0,N,V,V,U,2250.0,2,1980,1
2013,1.0,1,V,N,O,R,550.0,2,1979,1
2015,1.0,0,V,N,O,R,3500.0,2,1979,0
2014,1.0,0,V,V,V,U,4800.0,2,1980,0
2015,1.0,1,N,V,V,U,550.0,2,1980,0
2014,0.0,1,V,N,O,R,5580.0,2,2008,0
2014,0.747945205,1,V,N,O,R,426.0,2,1965,0
2012,1.0,0,V,N,O,R,180.0,2,1964,1
2013,1.0,0,V,N,O,R,370.0,2,1930,0
2015,1.0,1,V,N,O,R,850.0,2,1960,0
2012,1.0,1,V,N,O,R,378.0,2,1950,0
2013,0.084931507,1,V,N,O,R,378.0,2,1950,0
2015,1.0,0,V,N,O,R,840.0,2,2010,0
2016,1.0,0,V,N,O,R,840.0,2,2010,0
2014,1.0,0,V,N,O,R,420.0,2,1960,0
2013,1.0,0,V,N,O,R,260.0,2,1901,0
2015,1.0,1,V,N,O,R,886.0,2,1850,0
2012,1.0,1,V,N,O,R,4212.0,2,1970,1
2014,0.093150685,1,V,N,O,R,2734.0,2,1970,0
2014,1.0,1,V,N,O,R,300.0,2,1950,0
2015,1.0,1,V,N,O,R,883.0,2,1960,1
2016,0.010928962,0,V,N,O,R,190.0,2,1982,0
2015,1.0,1,V,N,O,R,3145.0,2,2011,0
2013,1.0,0,N,V,V,U,1200.0,2,1980,0
2012,1.0,1,V,N,O,R,6000.0,2,1999,1
2014,1.0,1,V,N,O,R,340.0,2,1948,0
2015,1.0,1,V,N,O,R,450.0,2,1980,0
2012,1.0,1,V,N,O,R,410.0,2,1910,0
2014,1.0,1,V,N,O,R,890.0,2,1900,0
2014,1.0,1,V,N,O,R,1960.0,2,2009,0
2012,1.0,0,V,N,O,R,250.0,2,1930,0
2013,1.0,1,V,N,O,R,3110.0,2,1980,1
2012,0.341530055,0,V,N,O,R,470.0,2,1900,0
2013,1.0,0,V,N,O,R,470.0,2,1900,0
2012,1.0,0,V,N,O,R,9390.0,2,1977,1
2014,1.0,0,V,N,O,R,9390.0,2,1977,1
2013,0.915068493,0,V,N,O,R,12053.0,2,1970,1
2014,1.0,0,V,N,O,R,16811.0,2,1980,1
2014,1.0,0,V,N,O,R,10732.0,2,1973,1
2012,1.0,1,V,N,O,R,1573.0,2,1970,1
2012,1.0,1,V,N,O,R,5210.0,2,1970,0
2015,0.997260274,1,V,N,O,R,5210.0,2,1970,0
2016,0.994535519,1,V,N,O,R,5210.0,2,1970,0
2014,0.0,1,V,N,O,R,3528.0,2,1970,0
2012,1.0,1,V,N,O,R,2875.0,2,1970,1
2012,1.0,1,V,N,O,R,2824.0,2,1970,0
2013,0.747945205,1,V,N,O,R,2824.0,2,1970,0
2015,1.0,1,V,N,O,R,2100.0,2,1960,0
2016,0.99726776,0,V,N,O,R,500.0,2,1950,1
2012,1.0,1,N,V,V,U,360.0,2,1988,0
2012,1.0,1,N,V,V,U,1800.0,2,1960,1
2014,0.775342466,1,N,V,V,U,1800.0,2,1960,0
2012,1.0,1,V,N,O,R,1800.0,2,1991,1
2013,1.0,1,V,N,O,R,1800.0,2,1991,1
2013,1.0,1,V,N,O,R,3224.0,2,1970,0
2014,0.0,1,V,N,O,R,4837.0,2,1980,0
2016,0.99726776,1,V,N,O,R,3000.0,2,1970,0
2014,1.0,1,V,N,O,R,2500.0,2,1970,0
2012,1.0,1,V,N,O,R,6738.0,2,1960,1
2012,1.0,0,V,N,O,R,6600.0,2,2005,1
2013,1.0,0,V,N,O,R,6600.0,2,2005,1
2013,1.0,1,V,N,O,R,934.0,2,1980,1
2014,1.0,1,V,N,O,R,2100.0,2,1970,1
2013,0.084931507,1,N,V,V,U,2250.0,2,1960,0
2013,1.0,1,V,N,O,R,660.0,2,1950,1
2015,1.0,1,V,N,O,R,4890.0,2,1970,0
2012,1.0,1,V,N,O,R,4910.0,2,1970,1
2014,0.0,1,V,N,O,R,2829.0,2,1970,0
2012,1.0,1,V,N,O,R,290.0,2,1960,0
2013,1.0,1,V,N,O,R,400.0,2,1970,0
2016,0.994535519,1,V,N,O,R,4105.0,2,1970,0
2013,1.0,1,V,N,O,R,1619.0,2,1960,0
2015,1.0,1,V,N,O,R,1619.0,2,1960,1
2012,0.177595628,1,V,N,O,R,2451.0,2,2004,0
2012,1.0,1,N,V,V,U,2900.0,2,1960,0
2013,1.0,1,V,N,O,R,1228.0,2,2000,1
2012,1.0,1,V,N,O,R,800.0,2,1950,0
2013,1.0,1,V,N,O,R,800.0,2,1950,0
2016,0.99726776,0,V,V,V,U,512.0,2,1960,0
2013,1.0,1,V,N,O,R,741.0,2,1900,1
2014,1.0,1,V,N,O,R,200.0,2,1970,0
2015,1.0,1,V,N,O,R,200.0,2,1970,0
2012,1.0,1,V,N,O,R,3606.0,2,1970,0
2013,0.693150685,0,V,N,O,R,2887.0,2,2001,1
2012,1.0,1,V,N,O,R,5323.0,2,1970,0
2016,0.99726776,1,V,N,O,R,450.0,2,1970,0
2016,1.0,1,N,V,V,U,680.0,2,1960,1
2012,1.0,1,N,V,V,U,150.0,2,1960,0
2012,0.75136612,1,V,N,O,R,3200.0,2,2000,0
2012,1.0,1,N,V,V,U,500.0,2,1980,0
2013,1.0,1,N,V,V,U,10620.0,2,1960,0
2012,1.0,0,V,N,O,R,250.0,2,1950,0
2013,0.043835616,0,V,N,O,R,250.0,2,1950,0
2012,1.0,0,N,V,V,U,620.0,2,1960,0
2014,1.0,0,N,V,V,U,620.0,2,1960,0
2015,0.983561644,0,N,V,V,U,620.0,2,1960,0
2016,0.99726776,0,V,N,O,R,360.0,2,1850,0
2013,0.367123288,1,N,V,V,U,1241.0,2,1960,0
2012,1.0,0,V,N,O,R,600.0,2,1900,0
2012,1.0,1,V,N,O,R,3325.0,2,1980,1
2014,0.0,1,V,N,O,R,3325.0,2,1980,0
2015,0.997260274,1,V,N,O,R,2793.0,2,1970,0
2016,0.994535519,1,V,N,O,R,2793.0,2,1970,0
2016,1.0,0,V,N,O,R,2999.0,2,1964,0
2016,0.5,0,V,N,O,R,3762.0,2,1964,0
2015,1.0,0,N,V,V,U,600.0,2,1960,0
2012,1.0,0,V,N,O,R,725.0,2,2005,0
2013,0.252054795,0,V,N,O,R,300.0,2,1900,0
2015,1.0,0,N,V,V,U,1040.0,2,1988,0
2012,1.0,1,V,N,O,R,1684.0,2,1970,1
2013,0.315068493,1,V,V,O,R,2178.223884732613,2,1960,0
2013,1.0,1,V,N,O,R,900.0,2,1920,0
2014,1.0,1,V,N,O,R,900.0,2,1920,0
2012,1.0,0,N,V,V,U,2700.0,2,1988,0
2014,0.495890411,0,N,V,V,U,2700.0,2,1988,0
2014,1.0,0,V,N,O,R,1800.0,2,2005,1
2013,1.0,0,V,N,O,R,2300.0,2,1988,0
2015,1.0,0,V,N,O,R,2050.0,2,2004,0
2013,1.0,0,V,N,O,R,2100.0,2,2011,0
2015,1.0,0,V,N,O,R,2100.0,2,2011,0
2013,0.580821918,0,V,V,V,U,360.0,2,1960,0
2012,1.0,0,V,N,O,R,2400.0,2,1970,1
2015,1.0,0,V,V,V,U,840.0,2,1960,0
2012,1.0,0,V,V,V,U,3900.0,2,1988,0
2016,0.99726776,0,N,V,V,U,200.0,2,1960,0
2012,1.0,0,V,N,O,R,2350.0,2,1990,0
2012,1.0,0,V,V,V,U,105.0,2,1988,0
2012,1.0,0,V,N,O,R,450.0,1,1980,0
2013,0.580821918,0,V,V,V,U,1525.0,1,1980,0
2012,1.0,0,V,V,V,U,2440.0,1,1960,1
2016,0.99726776,0,V,N,O,R,2500.0,1,1990,0
2012,1.0,0,V,N,O,R,2700.0,1,1970,0
2012,1.0,1,V,N,O,R,400.0,1,1959,0
2015,1.0,0,V,N,O,R,340.0,1,1900,0
2016,0.99726776,0,N,V,V,U,798.0,1,1960,1
2016,0.549180328,0,V,N,O,R,400.0,1,1900,0
2016,0.99726776,0,N,V,V,U,1103.0,2,1960,0
2012,0.0,0,V,V,V,U,400.0,2,1960,0
2016,0.99726776,0,V,N,O,R,540.0,2,2007,0
2014,1.0,0,V,N,O,R,1861.0,2,2008,0
2012,1.0,0,V,N,O,R,560.0,2,1950,1
2014,1.0,0,V,V,V,U,700.0,2,1980,0
2012,1.0,0,V,V,V,U,810.0,2,1960,1
2013,0.271232877,1,N,V,V,U,3500.0,2,1988,0
2016,0.99726776,1,V,N,O,R,316.0,2,1950,0
2012,1.0,0,N,V,V,U,1126.0,2,1980,0
2016,0.99726776,0,N,V,V,U,405.0,2,1960,1
2015,1.0,0,V,N,O,R,450.0,2,1977,1
2013,1.0,1,V,N,O,R,1400.0,2,2008,0
2015,1.0,1,V,N,O,R,1400.0,2,2008,0
2015,1.0,0,V,N,O,R,1212.0,2,1990,1
2015,1.0,0,V,N,O,R,2300.0,2,1980,0
2012,0.24863388,0,V,N,O,R,5500.0,2,1980,0
2013,0.328767123,0,V,N,O,R,450.0,2,1972,0
2016,0.99726776,0,V,N,O,R,4020.0,2,1970,1
2012,1.0,0,V,N,O,R,4612.0,2,1970,1
2014,1.0,0,V,N,O,R,1250.0,2,1970,0
2013,1.0,0,V,N,O,R,3111.0,2,1973,0
2013,1.0,0,V,N,O,R,900.0,2,2011,0
2016,0.99726776,0,V,N,O,R,900.0,2,2011,0
2014,1.0,0,V,N,O,R,650.0,2,1965,0
2013,1.0,0,V,N,O,R,1956.0,2,1960,1
2016,0.99726776,0,V,N,O,R,1956.0,2,1960,1
2013,1.0,0,V,N,O,R,200.0,2,1988,0
2015,0.449315068,0,V,N,O,R,200.0,2,1988,0
2013,0.189041096,0,V,N,O,R,2363.0,2,2013,0
2016,1.0,0,V,N,O,R,782.0,2,1988,0
2015,0.252054795,0,V,N,O,R,574.0,2,1980,0
2014,1.0,1,V,N,O,R,250.0,2,1904,0
2015,1.0,1,V,N,O,R,250.0,2,1904,0
2014,1.0,0,V,V,V,U,3120.0,2,1980,0
2015,1.0,0,V,N,O,R,530.0,2,2013,0
2012,1.0,0,N,V,V,U,180.0,2,1960,0
2012,0.202185792,1,V,N,O,R,220.0,2,1900,0
2015,1.0,1,V,N,O,R,665.0,2,1980,0
2014,1.0,0,V,N,O,R,950.0,2,1990,1
2016,0.99726776,0,V,N,O,R,350.0,2,1994,0
2013,1.0,0,V,V,V,U,975.0,2,1988,0
2014,1.0,0,V,N,O,R,2289.0,2,1997,0
2014,1.0,1,V,N,O,R,731.0,2,1970,0
2012,1.0,0,V,N,O,R,5625.0,2,2008,0
2014,1.0,0,V,N,O,R,5625.0,2,2008,0
2012,1.0,0,V,N,O,R,1750.0,2,1980,0
2014,1.0,0,V,N,O,R,1750.0,2,1980,0
2016,1.0,0,V,N,O,R,1667.0,2,1965,0
2014,1.0,0,V,N,O,R,3147.0,2,1996,0
2016,0.99726776,0,V,N,O,R,400.0,2,1940,0
2013,0.079452055,0,V,N,O,R,2500.0,2,1986,0
2012,1.0,1,V,N,O,R,6800.0,2,2002,1
2012,0.581967213,1,V,V,V,U,4468.0,2,1988,0
2014,1.0,0,N,V,V,U,30.0,2,1988,0
2013,1.0,0,V,N,O,R,1700.0,2,1980,1
2014,1.0,0,V,N,O,R,1700.0,2,1980,1
2016,1.0,0,V,N,O,R,1700.0,2,1980,0
2013,1.0,0,V,N,O,R,1000.0,2,1980,0
2015,1.0,0,V,N,O,R,1000.0,2,1980,0
2012,1.0,1,V,V,V,U,2230.0,2,1988,0
2013,1.0,1,V,V,V,U,2230.0,2,1988,0
2013,1.0,0,V,N,O,R,228.0,2,1950,0
2012,1.0,0,N,V,V,U,1731.0,2,1980,0
2015,1.0,0,N,V,V,U,1731.0,2,1980,0
2016,1.0,0,V,N,O,R,1000.0,2,1980,1
2015,1.0,1,V,V,V,U,2609.0,2,1980,0
2016,0.99726776,1,V,V,V,U,2609.0,2,1980,0
2012,1.0,0,V,N,O,R,6307.0,2,2008,0
2012,1.0,0,V,N,O,R,499.0,2,1950,0
2014,0.161643836,0,V,N,O,R,8150.0,2,1990,0
2012,0.868852459,0,V,N,O,R,460.0,2,1950,1
2014,1.0,0,V,N,O,R,460.0,2,1950,0
2016,0.99726776,0,V,N,O,R,460.0,2,1950,0
2015,1.0,0,N,V,V,U,800.0,2,1960,0
2012,0.163934426,0,V,V,V,U,8150.0,2,1980,0
2012,1.0,0,V,N,O,R,1200.0,2,1950,0
2014,1.0,0,N,V,V,U,900.0,2,1960,0
2014,1.0,0,N,V,V,U,4625.0,2,1988,0
2016,0.99726776,0,N,V,V,U,1784.0,2,1988,0
2012,1.0,1,V,N,O,R,2580.0,2,1975,0
2012,1.0,1,V,N,O,R,730.0,2,1987,1
2016,1.0,1,V,N,O,R,16347.0,2,1980,1
2013,0.495890411,1,V,N,O,R,3833.0,2,1997,0
2013,0.495890411,1,V,N,O,R,3606.0,2,1996,0
2015,0.953424658,0,V,N,O,R,150.0,2,1975,0
2015,0.334246575,0,V,N,O,R,2496.0,2,2008,0
2013,0.021917808,0,N,V,V,U,150.0,2,1960,0
2012,1.0,0,V,N,O,R,495.0,2,1870,0
2014,1.0,0,V,N,O,R,495.0,2,1870,0
2014,0.95890411,0,V,N,O,R,880.0,2,2013,0
2015,0.167123288,0,V,N,O,R,7400.0,2,1972,0
2013,1.0,0,V,N,O,R,560.0,2,1960,0
2014,1.0,0,V,N,O,R,560.0,2,1960,0
2013,1.0,1,V,V,V,U,430.0,2,1980,0
2016,0.99726776,1,V,V,V,U,1000.0,2,1960,0
2016,0.994535519,0,V,V,V,U,500.0,2,1980,0
2013,1.0,0,V,N,O,R,3800.0,2,1986,1
2014,1.0,0,V,N,O,R,3800.0,2,1986,0
2015,1.0,0,V,N,O,R,3800.0,2,1986,0
2012,0.710382514,0,V,N,O,R,1312.0,2,1980,0
2013,1.0,0,N,V,V,U,1950.0,2,1988,0
2012,1.0,0,V,N,O,R,700.0,2,1980,1
2013,1.0,0,N,V,V,U,689.0,2,1988,0
2016,0.99726776,0,N,V,V,U,689.0,2,1988,0
2013,1.0,0,V,N,O,R,1440.0,2,1970,0
2015,0.747945205,0,V,N,O,R,1440.0,2,1970,0
2013,1.0,0,V,N,O,R,3339.0,2,1988,0
2014,1.0,0,V,N,O,R,3339.0,2,1988,1
2015,1.0,0,V,N,O,R,3339.0,2,1988,1
2015,0.997260274,0,V,N,O,R,186.0,2,1940,0
2016,1.0,0,V,N,O,R,420.0,2,1984,1
2016,1.0,0,V,N,O,R,1440.0,2,1965,0
2014,1.0,0,V,V,V,U,560.0,2,1980,0
2015,0.98630137,0,V,V,V,U,560.0,2,1980,0
2014,0.926027397,0,V,N,O,R,426.0,2,1850,0
2016,0.99726776,0,V,V,V,U,1300.0,2,1960,0
2015,1.0,0,V,V,V,U,1648.0,2,1980,1
2012,1.0,0,N,V,V,U,350.0,2,1960,1
